#TIPO_PRODUTO;TIPO_LISTA_FILA;FILA;SUBFILA;COD_ASSUNTO;ASSUNTO;SITUACAO
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;11728;RDC 73/2016 - NOVO - Substituição de novo DIFA sem CADIFA;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;11728;RDC 73/2016 - NOVO - Substituição de novo DIFA sem CADIFA;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;11742;RDC 73/2016 - GENÉRICO - Mudança do DIFA sem CADIFA (maior);Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;11742;RDC 73/2016 - GENÉRICO - Mudança do DIFA sem CADIFA (maior);Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;11743;RDC 73/2016 - SIMILAR - Mudança do DIFA sem CADIFA (maior);Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;11743;RDC 73/2016 - SIMILAR - Mudança do DIFA sem CADIFA (maior);Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1413;GENERICO - Inclusão de Nova Apresentação Comercial;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1413;GENERICO - Inclusão de Nova Apresentação Comercial;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1415;GENERICO - Inclusão de novo acondicionamento;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1415;GENERICO - Inclusão de novo acondicionamento;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1444;MEDICAMENTO NOVO - Cancelamento de Registro da Apresentação do Medicamento;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1444;MEDICAMENTO NOVO - Cancelamento de Registro da Apresentação do Medicamento;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1445;MEDICAMENTO NOVO - Cancelamento de Registro do Medicamento;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1445;MEDICAMENTO NOVO - Cancelamento de Registro do Medicamento;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1453;MEDICAMENTO NOVO - Inclusão de novo acondicionamento fracionável;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1453;MEDICAMENTO NOVO - Inclusão de novo acondicionamento fracionável;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1471;MEDICAMENTO NOVO - Alteração de Prazo de Validade;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1471;MEDICAMENTO NOVO - Alteração de Prazo de Validade;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1472;MEDICAMENTO NOVO - Alteração nos cuidados de conservação;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1472;MEDICAMENTO NOVO - Alteração nos cuidados de conservação;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1488;MEDICAMENTO NOVO - Inclusão de Novo Acondicionamento;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1488;MEDICAMENTO NOVO - Inclusão de Novo Acondicionamento;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1621;SIMILAR - Cancelamento de Registro do Medicamento;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1621;SIMILAR - Cancelamento de Registro do Medicamento;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1627;SIMILAR - Inclusão de Nova Apresentação Comercial;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1627;SIMILAR - Inclusão de Nova Apresentação Comercial;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1836;MEDICAMENTO NOVO - Inclusão de Nova Apresentação Comercial Fracionável;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1836;MEDICAMENTO NOVO - Inclusão de Nova Apresentação Comercial Fracionável;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1837;GENÉRICO - Inclusão de Nova Apresentação Comercial Fracionável;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1837;GENÉRICO - Inclusão de Nova Apresentação Comercial Fracionável;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1842;SIMILAR - Inclusão de Nova Apresentação Comercial Fracionável;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1842;SIMILAR - Inclusão de Nova Apresentação Comercial Fracionável;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1845;GENERICO - Inclusão de novo acondicionamento fracionável;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1845;GENERICO - Inclusão de novo acondicionamento fracionável;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1850;SIMILAR - Inclusão de novo acondicionamento fracionável;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1850;SIMILAR - Inclusão de novo acondicionamento fracionável;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;194;Cancelamento de Registro da Apresentação do Medicamento a Pedido;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;194;Cancelamento de Registro da Apresentação do Medicamento a Pedido;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1974;SIMILAR - Alteração de Prazo de Validade;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1974;SIMILAR - Alteração de Prazo de Validade;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1976;SIMILAR - Alteração nos cuidados de conservação;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1976;SIMILAR - Alteração nos cuidados de conservação;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1977;SIMILAR - Alteração nos cuidados de conservação.;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1977;SIMILAR - Alteração nos cuidados de conservação.;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1980;SIMILAR - Inclusão de novo acondicionamento.;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1980;SIMILAR - Inclusão de novo acondicionamento.;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1988;SIMILAR - Cancelamento de Registro da Apresentação do Medicamento;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade;1988;SIMILAR - Cancelamento de Registro da Apresentação do Medicamento;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);10213;GENÉRICO - Redução do prazo de validade com alteração dos cuidados de conservação;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);10214;MEDICAMENTO NOVO - Redução do prazo de validade com alteração dos cuidados de conservação;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);10215;SIMILAR - Redução do prazo de validade com alteração dos cuidados de conservação;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);10217;GENÉRICO - Ampliação do prazo de validade;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);10218;MEDICAMENTO NOVO - Ampliação do prazo de validade;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);10219;SIMILAR - Ampliação do prazo de validade;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);10221;GENÉRICO - Inclusão de nova apresentação comercial de produto estéril;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);10222;MEDICAMENTO NOVO - Inclusão de nova apresentação comercial de produto estéril;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);10223;SIMILAR - Inclusão de nova apresentação comercial de produto estéril;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);105;Alteração do prazo de validade;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);106;Inclusão de nova apresentação comercial;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);11061;RDC 73/2016 - GENÉRICO - Inclusão de novo tipo de embalagem primária do medicamento;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);11062;RDC 73/2016 - NOVO - Inclusão de novo tipo de embalagem primária do medicamento;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);11063;RDC 73/2016 - SIMILAR - Inclusão de novo tipo de embalagem primária do medicamento;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);11064;RDC 73/2016 - GENÉRICO - Inclusão de novo tipo de embalagem primária do medicamento fracionável;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);11065;RDC 73/2016 - NOVO - Inclusão de novo tipo de embalagem primária do medicamento fracionável;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);11066;RDC 73/2016 - SIMILAR - Inclusão de novo tipo de embalagem primária do medicamento fracionável;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);11088;RDC 73/2016 - GENÉRICO - Mudança relacionada ao acessório;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);11089;RDC 73/2016 - NOVO - Mudança relacionada ao acessório;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);11090;RDC 73/2016 - SIMILAR - Mudança relacionada ao acessório;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);11091;RDC 73/2016 - GENÉRICO - Inclusão de nova apresentação;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);11092;RDC 73/2016 - NOVO - Inclusão de nova apresentação;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);11093;RDC 73/2016 - SIMILAR - Inclusão de nova apresentação;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);11094;RDC 73/2016 - GENÉRICO - Inclusão de nova apresentação fracionável;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);11095;RDC 73/2016 - NOVO - Inclusão de nova apresentação fracionável;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);11096;RDC 73/2016 - SIMILAR - Inclusão de nova apresentação fracionável;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);11097;RDC 73/2016 - GENÉRICO - Inclusão de nova apresentação restrita ao número de unidades farmacotécnicas;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Menor complexidade - Priorizados (RDC 204/2017);11098;RDC 73/2016 - NOVO - Inclusão de nova apresentação restrita ao número de unidades farmacotécnicas;Petição priorizada e aguardando análise técnica
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;11870;RDC 73/2016 - NOVO - Mudanças maiores de métodos analíticos;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;11870;RDC 73/2016 - NOVO - Mudanças maiores de métodos analíticos;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;11871;RDC 73/2016 - SIMILAR - Mudanças maiores de métodos analíticos;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;11871;RDC 73/2016 - SIMILAR - Mudanças maiores de métodos analíticos;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;11875;RDC 73/2016 - GENÉRICO - Exclusão crítica de testes ou métodos;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;11875;RDC 73/2016 - GENÉRICO - Exclusão crítica de testes ou métodos;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;11876;RDC 73/2016 - NOVO - Exclusão crítica de testes ou métodos;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;11876;RDC 73/2016 - NOVO - Exclusão crítica de testes ou métodos;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;11877;RDC 73/2016 - SIMILAR - Exclusão crítica de testes ou métodos;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;11877;RDC 73/2016 - SIMILAR - Exclusão crítica de testes ou métodos;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1314;MEDICAMENTO NOVO - Inclusão de Local de Fabrico do Medicamento;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1314;MEDICAMENTO NOVO - Inclusão de Local de Fabrico do Medicamento;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1316;MEDICAMENTO NOVO - Alteração do Tamanho do Lote (igual ou acima de dez vezes);Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1316;MEDICAMENTO NOVO - Alteração do Tamanho do Lote (igual ou acima de dez vezes);Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1331;MEDICAMENTO NOVO - Atualização de Especificações e Métodos Analíticos;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1331;MEDICAMENTO NOVO - Atualização de Especificações e Métodos Analíticos;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;135;Alteração de Local de Fabricação/de Fabricante;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;135;Alteração de Local de Fabricação/de Fabricante;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1364;GENERICO - Atualização de Especificações e Métodos Analíticos;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1364;GENERICO - Atualização de Especificações e Métodos Analíticos;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1402;GENERICO - Alteração da Rota de Síntese do Fármaco;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1402;GENERICO - Alteração da Rota de Síntese do Fármaco;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1403;GENERICO - Alteração de excipiente;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1403;GENERICO - Alteração de excipiente;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1404;GENERICO - Alteração de local de fabricação do fármaco;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1404;GENERICO - Alteração de local de fabricação do fármaco;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1405;GENERICO - Alteração de local de fabricação.;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1405;GENERICO - Alteração de local de fabricação.;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1406;GENERICO - Alteração da Produção do Medicamento;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1406;GENERICO - Alteração da Produção do Medicamento;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1408;GENERICO - Alteração do Tamanho do Lote (igual ou acima de dez vezes);Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1408;GENERICO - Alteração do Tamanho do Lote (igual ou acima de dez vezes);Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1412;GENERICO - Inclusão de local de fabricação do fármaco;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1412;GENERICO - Inclusão de local de fabricação do fármaco;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1419;GENERICO - Reativação de Fabricação do Medicamento;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1419;GENERICO - Reativação de Fabricação do Medicamento;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1434;MEDICAMENTO NOVO - Alteração de local de fabricação do fármaco;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1434;MEDICAMENTO NOVO - Alteração de local de fabricação do fármaco;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1435;MEDICAMENTO NOVO - Alteração de local de fabricação.;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1435;MEDICAMENTO NOVO - Alteração de local de fabricação.;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1454;MEDICAMENTO NOVO - Inclusão no Tamanho do Lote superior a 10 vezes;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1454;MEDICAMENTO NOVO - Inclusão no Tamanho do Lote superior a 10 vezes;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1474;MEDICAMENTO NOVO - Alteração da Produção do Medicamento;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1474;MEDICAMENTO NOVO - Alteração da Produção do Medicamento;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1489;MEDICAMENTO NOVO - Inclusão de local de fabricação do fármaco;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1489;MEDICAMENTO NOVO - Inclusão de local de fabricação do fármaco;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1491;MEDICAMENTO NOVO - Reativação de Fabricação de Medicamento;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1491;MEDICAMENTO NOVO - Reativação de Fabricação de Medicamento;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1493;MEDICAMENTO NOVO - Inclusão de sabor/odor/cor;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1493;MEDICAMENTO NOVO - Inclusão de sabor/odor/cor;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1496;MEDICAMENTO NOVO - Desarquivamento de petição.;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1496;MEDICAMENTO NOVO - Desarquivamento de petição.;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1536;Alteração de produção do medicamento;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1536;Alteração de produção do medicamento;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1585;SIMILAR - Alteração de registro por supressão de um ou mais P. A. que resultem em associação ou monofármaco já aprovadas - Adequação ao § 2º do Art. 11º da RDC 134, de 29 de maio de 2003.;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1585;SIMILAR - Alteração de registro por supressão de um ou mais P. A. que resultem em associação ou monofármaco já aprovadas - Adequação ao § 2º do Art. 11º da RDC 134, de 29 de maio de 2003.;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1594;Inclusão de local de fabrico;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1594;Inclusão de local de fabrico;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1596;Inclusão de fabricante do fármaco;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1596;Inclusão de fabricante do fármaco;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1612;MEDICAMENTO NOVO - Alteração da rota de síntese do fármaco;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1612;MEDICAMENTO NOVO - Alteração da rota de síntese do fármaco;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1628;SIMILAR -  Alteração de local de fabricação do fármaco;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1628;SIMILAR -  Alteração de local de fabricação do fármaco;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1630;SIMILAR - Alteração de local de fabricação.;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1630;SIMILAR - Alteração de local de fabricação.;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1826;GENERICO - Inclusão de sabor/odor/cor;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1826;GENERICO - Inclusão de sabor/odor/cor;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1934;GENERICO - Atualização de especificações e/ou metodologia analítica;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1934;GENERICO - Atualização de especificações e/ou metodologia analítica;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1963;GENERICO - Inclusão no Tamanho do Lote superior a 10 vezes;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1963;GENERICO - Inclusão no Tamanho do Lote superior a 10 vezes;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1967;SIMILAR - Desarquivamento de petição.;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1967;SIMILAR - Desarquivamento de petição.;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1971;SIMILAR - Atualização de Especificações e Métodos Analíticos;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1971;SIMILAR - Atualização de Especificações e Métodos Analíticos;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1972;SIMILAR - Alteração de excipiente;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Genéricos, Novos e Similares - Maior complexidade;1972;SIMILAR - Alteração de excipiente;Aguardando análise
